step valloss
50 3.785756528377533
100 3.2832525223493576
150 3.1387497931718826
200 2.9933338314294815
250 2.8866778910160065
300 2.823869377374649
350 2.7824654430150986
400 2.7533556818962097
450 2.733444407582283
500 2.7114535123109818
550 2.688879445195198
600 2.6731755137443542
