step valloss
50 3.3967462182044983
100 3.210249677300453
150 2.9768966883420944
200 2.885193109512329
250 2.840141609311104
300 2.7820567339658737
350 2.7686099112033844
400 2.7386946231126785
450 2.7135681211948395
500 2.70515376329422
550 2.698442727327347
600 2.6921009868383408
