step valloss
50 5.5695778131484985
100 5.837731897830963
150 5.620633691549301
200 5.549345850944519
250 5.799972265958786
300 6.098124772310257
350 6.996983051300049
400 8.053965449333191
450 9.668716371059418
500 11.77977728843689
550 14.690474808216095
600 18.236135959625244
