step valloss
50 3.3966257721185684
100 3.20101435482502
150 2.9660442918539047
200 2.8643433451652527
250 2.811655715107918
300 2.7581304609775543
350 2.7263524681329727
400 2.690822273492813
450 2.664392426609993
500 2.6436488926410675
550 2.6278481036424637
600 2.615133970975876
