step valloss
100 3.147662002593279
200 2.9115998670458794
300 2.7893207035958767
400 2.717633403837681
500 2.6817883625626564
600 2.6554745957255363
700 2.632768429815769
800 2.608463082462549
900 2.5983703285455704
1000 2.584291074424982
1100 2.5749184899032116
1200 2.564860086888075
1300 2.5600570514798164
1400 2.5543477684259415
1500 2.5553450733423233
1600 2.5435005761682987
1700 2.5448165014386177
1800 2.544374320656061
1900 2.540319800376892
2000 2.537535175681114
