step valloss
50 3.3959872275590897
100 3.208399698138237
150 2.9758860021829605
200 2.8787211924791336
250 2.840198904275894
300 2.78064925968647
350 2.7596256881952286
400 2.728502631187439
450 2.7071412801742554
500 2.70344315469265
550 2.6961643397808075
600 2.683823749423027
