step valloss
50 5.584066778421402
100 5.5840668976306915
150 5.5840668976306915
200 5.5840668976306915
250 5.584066867828369
300 5.584066867828369
350 5.5840668976306915
400 5.584066867828369
450 5.584066838026047
500 5.584066838026047
550 5.584066867828369
600 5.584066838026047
