step valloss
50 3.3961059004068375
100 3.2350259870290756
150 3.013737589120865
200 2.8955429047346115
250 2.8530575186014175
300 2.822298228740692
350 2.787479490041733
400 2.7554668337106705
450 2.735777512192726
500 2.7220123261213303
550 2.7115543335676193
600 2.7055363953113556
