step valloss
50 3.3955614268779755
100 3.229825973510742
150 2.9868459552526474
200 2.8786254972219467
250 2.824165865778923
300 2.784425914287567
350 2.75527024269104
400 2.7236075699329376
450 2.699054628610611
500 2.684246838092804
550 2.679843991994858
600 2.674061268568039
