step valloss
50 3.4019044041633606
100 3.2497338503599167
150 3.0944112688302994
200 3.0122375190258026
250 2.9209200143814087
300 2.969627946615219
350 3.033154144883156
400 3.0047112554311752
450 2.8915396481752396
500 2.862954944372177
550 2.8448382169008255
600 2.852715343236923
