step valloss
50 5.76101091504097
100 5.839875012636185
150 5.914457559585571
200 5.9576369524002075
250 5.981221854686737
300 6.0423688888549805
350 6.103990256786346
400 6.202961057424545
450 6.32420414686203
500 6.411024779081345
550 6.53977170586586
600 6.710072189569473
