step valloss
50 3.3970776945352554
100 3.238932892680168
150 3.0304933190345764
200 2.900427922606468
250 2.8454887568950653
300 2.8124659806489944
350 2.7829718589782715
400 2.7576663345098495
450 2.742394804954529
500 2.727636680006981
550 2.7184312492609024
600 2.7079716324806213
