step valloss
100 3.200187847018242
200 2.8546188175678253
300 2.7589839547872543
400 2.6874190270900726
500 2.6488914489746094
600 2.618413656949997
700 2.5902176052331924
800 2.5573770701885223
900 2.5335433185100555
1000 2.4971228539943695
1100 2.4887598752975464
1200 2.4563708305358887
1300 2.438298389315605
1400 2.427244022488594
1500 2.4053390473127365
1600 2.3930382430553436
1700 2.3824068158864975
1800 2.365223243832588
1900 2.353539228439331
2000 2.34188012778759
