step valloss
100 3.151282623410225
200 2.9344988465309143
300 2.8218772262334824
400 2.749546095728874
500 4.165477246046066
600 2.876838594675064
700 2.7483862787485123
800 2.692830115556717
900 2.6801932901144028
1000 3.6641524881124496
1100 2.724766120314598
1200 2.662457749247551
1300 2.621226131916046
1400 2.6155637204647064
1500 3.66054730117321
1600 2.692936509847641
1700 2.6361774504184723
1800 2.610304072499275
1900 2.601011648774147
2000 3.5840154886245728
