step valloss
50 3.394852042198181
100 3.2009968012571335
150 2.9662473499774933
200 2.863393485546112
250 2.817392334342003
300 2.7556807547807693
350 2.721264600753784
400 2.6859786957502365
450 2.663001298904419
500 2.6465088725090027
550 2.6324794739484787
600 2.6176952570676804
